SurveyResponseKey,TicketKey,SurveyResponseDate,AgentCourtesyRating,ResolutionQualityRating,WaitTimeRating,FirstContactResolution,NPS_Score,CustomerComment,ResponseTimeHours
997,1883,2026-02-15,2,2,3,0,0,"Very frustrating experience, poor communication.",26.82
998,1886,2026-08-02,4,2,1,1,1,Got what I needed eventually.,25.87
999,1892,2026-03-17,5,4,4,1,5,"Polite and knowledgeable support, thank you.",9.75
1000,1895,2026-02-10,3,4,4,1,6,Agent was friendly and solved my issue quickly.,18.53
1001,1896,2025-03-18,5,4,3,1,8,"Polite and knowledgeable support, thank you.",14.39
1002,1898,2025-11-27,3,2,4,0,2,"Support was okay, nothing exceptional.",21.23
1003,1901,2026-06-14,5,4,3,1,9,"Great service, very professional and helpful.",29.53
1004,1902,2026-07-19,2,2,2,0,0,Had to contact you multiple times for the same issue.,0.97
1005,1904,2026-02-13,4,3,4,1,4,"Polite and knowledgeable support, thank you.",27.45
1006,1905,2025-09-26,5,4,3,1,8,"Great service, very professional and helpful.",10.54
1007,1907,2025-03-08,5,5,4,1,8,"Great service, very professional and helpful.",50.54
1008,1909,2026-08-11,4,3,5,0,6,Quick response and clear explanation.,6.34
1009,1910,2025-10-10,3,5,2,1,2,Issue was resolved but it took a while.,10.07
1010,1914,2025-10-25,5,3,3,1,4,"Support was okay, nothing exceptional.",10.17
1011,1915,2026-03-16,5,5,4,1,7,"Great service, very professional and helpful.",49.57
1012,1916,2026-05-04,5,5,4,1,8,"Polite and knowledgeable support, thank you.",30.1
1013,1920,2025-10-08,5,5,4,0,6,Agent was friendly and solved my issue quickly.,11.46
1014,1921,2025-04-27,5,4,5,1,9,Agent was friendly and solved my issue quickly.,50.55
1015,1924,2025-02-03,5,5,4,1,9,Quick response and clear explanation.,2.95
1016,1926,2025-03-30,4,2,2,1,6,Quick response and clear explanation.,16.72
1017,1927,2025-02-04,3,4,3,1,7,Quick response and clear explanation.,60.56
1018,1929,2025-09-20,5,5,5,1,5,"Polite and knowledgeable support, thank you.",16.78
1019,1932,2026-03-15,4,2,3,0,2,Issue was resolved but it took a while.,31.22
1020,1933,2025-08-05,5,4,3,1,6,"Great service, very professional and helpful.",15.49
1021,1934,2025-11-27,3,3,3,1,7,The agent was fine but I had to wait.,34.99
1022,1935,2026-02-02,4,4,3,1,8,Got what I needed eventually.,36.68
1023,1937,2025-09-19,1,2,1,0,0,Agent was not helpful and seemed rushed.,10.86
1024,1938,2025-07-01,5,4,3,1,8,"Great service, very professional and helpful.",51.79
1025,1941,2025-08-26,3,4,3,1,6,"Support was okay, nothing exceptional.",23.7
1026,1944,2026-07-22,5,5,5,1,7,Agent was friendly and solved my issue quickly.,3.29
1027,1945,2026-03-10,5,5,4,1,6,"Great service, very professional and helpful.",11.34
1028,1946,2025-07-25,4,5,5,1,8,Agent was friendly and solved my issue quickly.,28.22
1029,1947,2026-01-27,4,5,4,1,9,"Great service, very professional and helpful.",50.54
1030,1950,2025-02-14,4,5,4,0,5,Agent was friendly and solved my issue quickly.,30.11
1031,1951,2025-05-26,4,3,4,1,4,Quick response and clear explanation.,13.21
1032,1952,2026-07-08,3,4,4,1,6,Quick response and clear explanation.,12.89
1033,1954,2025-09-02,5,3,3,1,5,"Great service, very professional and helpful.",18.21
1034,1955,2025-11-07,4,5,4,1,10,"Great service, very professional and helpful.",19.75
1035,1957,2025-04-04,4,4,3,1,7,Quick response and clear explanation.,14.06
1036,1965,2025-09-05,4,3,1,1,2,Waited far too long and the problem is still not fixed.,31.47
1037,1967,2026-08-14,4,4,3,1,6,Agent was friendly and solved my issue quickly.,53.82
1038,1969,2025-05-22,3,2,3,1,0,The agent was fine but I had to wait.,18.28
1039,1970,2025-03-31,2,4,4,0,2,"Support was okay, nothing exceptional.",15.46
1040,1973,2026-07-07,4,5,3,1,8,"Polite and knowledgeable support, thank you.",19.4
1041,1976,2026-07-15,5,4,5,1,9,"Polite and knowledgeable support, thank you.",20.52
1042,1978,2026-07-10,5,5,5,1,7,Agent was friendly and solved my issue quickly.,6.91
1043,1983,2025-01-28,5,5,5,1,8,Quick response and clear explanation.,60.92
1044,1987,2025-12-15,4,4,5,1,6,"Resolved on the first call, very satisfied.",43.84
1045,1988,2026-07-19,5,4,4,1,4,Quick response and clear explanation.,13.42
1046,1989,2025-03-11,5,4,4,1,7,"Great service, very professional and helpful.",46.08
1047,1991,2026-06-07,4,5,4,1,5,"Polite and knowledgeable support, thank you.",50.5
1048,1992,2025-12-12,4,3,4,1,7,"Great service, very professional and helpful.",15.55
1049,1993,2025-12-19,5,5,4,1,6,"Resolved on the first call, very satisfied.",67.49
1050,1996,2025-07-21,1,1,1,0,2,"Very frustrating experience, poor communication.",45.8
1051,1998,2026-05-23,5,3,3,1,7,Quick response and clear explanation.,34.62
1052,2001,2026-01-02,5,5,4,1,6,Agent was friendly and solved my issue quickly.,34.63
1053,2002,2025-05-01,4,5,4,1,5,Agent was friendly and solved my issue quickly.,10.65
1054,2005,2025-12-29,5,5,4,1,9,Quick response and clear explanation.,2.26
1055,2009,2026-03-24,5,5,3,1,5,"Great service, very professional and helpful.",12.53
1056,2011,2026-07-04,5,4,3,1,5,"Great service, very professional and helpful.",32.72
1057,2013,2025-02-26,3,3,2,1,4,Average experience overall.,4.45
1058,2014,2025-06-09,5,4,3,1,5,"Resolved on the first call, very satisfied.",10.84
1059,2015,2025-04-25,5,4,4,1,10,Agent was friendly and solved my issue quickly.,21.53
1060,2019,2025-01-04,4,3,2,1,5,The agent was fine but I had to wait.,3.83
1061,2021,2026-03-05,2,4,3,0,6,Issue was resolved but it took a while.,44.48
1062,2022,2026-06-30,5,5,4,1,9,Agent was friendly and solved my issue quickly.,42.56
1063,2023,2026-02-03,4,4,3,1,1,"Great service, very professional and helpful.",23.27
1064,2025,2025-02-12,5,5,3,1,9,"Resolved on the first call, very satisfied.",5.25
1065,2027,2025-11-12,4,2,4,0,7,Quick response and clear explanation.,20.47
1066,2031,2025-04-14,4,5,4,0,10,"Great service, very professional and helpful.",42.24
1067,2032,2026-08-10,4,5,5,1,5,"Polite and knowledgeable support, thank you.",24.33
1068,2033,2026-01-13,4,4,4,1,7,Quick response and clear explanation.,51.49
1069,2034,2025-03-22,4,3,4,1,7,Agent was friendly and solved my issue quickly.,13.81
1070,2035,2026-02-07,3,3,4,0,4,Issue was resolved but it took a while.,33.72
1071,2036,2025-12-11,5,5,5,1,8,Agent was friendly and solved my issue quickly.,10.61
1072,2039,2025-12-17,5,5,5,1,10,Agent was friendly and solved my issue quickly.,21.92
1073,2041,2025-05-04,5,5,5,0,8,Agent was friendly and solved my issue quickly.,29.77
1074,2042,2025-07-21,4,4,3,1,6,"Great service, very professional and helpful.",6.78
1075,2044,2025-05-08,4,5,4,1,3,"Resolved on the first call, very satisfied.",27.57
1076,2045,2025-10-16,5,3,4,1,6,Quick response and clear explanation.,13.98
1077,2046,2025-09-25,5,4,5,1,8,Agent was friendly and solved my issue quickly.,4.87
1078,2047,2025-01-29,5,3,4,1,4,"Great service, very professional and helpful.",40.86
1079,2048,2025-05-18,5,3,4,1,6,Agent was friendly and solved my issue quickly.,26.43
1080,2049,2025-02-18,3,4,3,0,3,Agent was friendly and solved my issue quickly.,5.55
1081,2052,2025-11-06,3,2,3,1,3,"Support was okay, nothing exceptional.",6.24
1082,2053,2025-02-07,5,4,5,1,8,Agent was friendly and solved my issue quickly.,46.66
1083,2057,2025-08-18,2,3,2,0,1,Agent was not helpful and seemed rushed.,43.03
1084,2058,2025-02-21,2,2,3,0,1,Waited far too long and the problem is still not fixed.,2.54
1085,2059,2025-02-10,4,3,3,1,4,Issue was resolved but it took a while.,15.7
1086,2061,2025-09-27,4,3,4,1,4,Got what I needed eventually.,14.97
1087,2063,2025-10-28,3,5,3,1,6,Issue was resolved but it took a while.,20.46
1088,2068,2025-03-02,5,5,5,1,10,Agent was friendly and solved my issue quickly.,19.35
1089,2071,2025-12-18,5,4,5,1,9,"Polite and knowledgeable support, thank you.",12.41
1090,2072,2026-04-11,5,5,5,1,10,"Great service, very professional and helpful.",57.24
1091,2074,2025-03-19,4,5,4,1,8,Quick response and clear explanation.,48.92
1092,2075,2026-08-05,5,5,3,1,8,Agent was friendly and solved my issue quickly.,25.61
1093,2076,2026-02-06,3,3,4,1,7,"Support was okay, nothing exceptional.",42.52
1094,2077,2026-03-08,2,4,4,0,5,"Support was okay, nothing exceptional.",17.27
1095,2078,2025-04-06,5,5,4,1,6,Agent was friendly and solved my issue quickly.,41.18
1096,2081,2026-03-09,4,5,4,0,8,Agent was friendly and solved my issue quickly.,27.49
1097,2082,2026-04-08,5,5,4,1,10,"Resolved on the first call, very satisfied.",38.29
1098,2083,2025-02-04,5,4,3,1,7,Agent was friendly and solved my issue quickly.,24.97
1099,2088,2026-03-03,5,4,5,1,8,"Resolved on the first call, very satisfied.",40.53
1100,2090,2025-09-23,4,4,3,1,8,"Great service, very professional and helpful.",20.58
1101,2091,2026-07-30,5,5,4,0,10,"Polite and knowledgeable support, thank you.",18.55
1102,2092,2026-08-16,3,3,2,1,6,Average experience overall.,30.09
1103,2094,2025-12-03,4,3,1,1,2,Issue was resolved but it took a while.,19.73
1104,2095,2025-05-18,3,4,2,1,3,Agent was not helpful and seemed rushed.,63.78
1105,2096,2025-08-18,5,4,2,1,5,Agent was friendly and solved my issue quickly.,7.22
1106,2101,2025-05-21,5,4,4,1,8,"Resolved on the first call, very satisfied.",43.86
1107,2102,2025-08-27,4,4,4,1,5,Agent was friendly and solved my issue quickly.,6.6
1108,2104,2025-02-23,5,5,5,1,10,"Great service, very professional and helpful.",40.1
1109,2106,2025-06-17,3,3,4,0,4,Got what I needed eventually.,0.37
1110,2108,2026-02-17,3,4,4,1,6,"Polite and knowledgeable support, thank you.",22.36
1111,2109,2025-03-13,5,4,5,0,5,"Resolved on the first call, very satisfied.",26.81
1112,2110,2025-05-28,3,4,2,1,5,Got what I needed eventually.,32.96
1113,2112,2025-08-31,4,5,4,1,7,"Resolved on the first call, very satisfied.",23.23
1114,2114,2026-03-01,5,5,4,0,6,"Resolved on the first call, very satisfied.",25.51
1115,2115,2026-05-25,5,4,5,1,9,"Polite and knowledgeable support, thank you.",40.88
1116,2116,2026-02-01,3,3,4,1,2,"Support was okay, nothing exceptional.",6.47
1117,2117,2025-12-17,3,3,3,1,5,Average experience overall.,32.01
1118,2120,2025-05-04,5,4,5,1,8,"Great service, very professional and helpful.",16.38
1119,2121,2026-04-11,5,4,5,1,7,"Polite and knowledgeable support, thank you.",1.05
1120,2122,2025-09-16,5,4,3,1,2,"Great service, very professional and helpful.",12.0
1121,2123,2025-05-27,3,3,2,0,3,Average experience overall.,11.95
1122,2124,2025-05-30,5,4,4,1,5,"Great service, very professional and helpful.",30.64
1123,2125,2025-01-03,5,4,3,0,9,"Resolved on the first call, very satisfied.",2.72
1124,2126,2026-06-18,4,5,4,1,7,"Great service, very professional and helpful.",20.8
1125,2127,2026-01-23,3,3,3,1,3,Average experience overall.,7.34
1126,2129,2025-07-10,5,4,3,1,5,"Resolved on the first call, very satisfied.",19.49
1127,2130,2025-03-26,5,4,4,1,8,Agent was friendly and solved my issue quickly.,17.79
1128,2140,2026-05-31,5,4,4,1,8,Quick response and clear explanation.,12.65
1129,2146,2026-06-13,4,5,4,0,9,"Resolved on the first call, very satisfied.",12.51
1130,2148,2025-07-14,5,5,4,1,6,"Resolved on the first call, very satisfied.",29.3
1131,2150,2026-02-13,5,4,4,1,5,"Polite and knowledgeable support, thank you.",14.11
1132,2151,2025-08-03,2,3,1,1,1,Waited far too long and the problem is still not fixed.,48.76
1133,2154,2026-06-04,4,3,3,1,7,"Polite and knowledgeable support, thank you.",31.65
1134,2156,2026-05-24,4,4,3,0,7,Quick response and clear explanation.,54.54
1135,2157,2026-07-07,5,5,5,0,9,"Polite and knowledgeable support, thank you.",4.74
1136,2160,2026-01-22,5,5,5,1,9,"Polite and knowledgeable support, thank you.",14.57
1137,2161,2026-04-07,5,5,5,1,8,Quick response and clear explanation.,36.01
1138,2162,2026-03-24,4,5,5,1,6,Quick response and clear explanation.,18.1
1139,2163,2026-05-04,5,3,3,1,6,"Resolved on the first call, very satisfied.",35.26
1140,2164,2026-02-12,3,3,3,0,1,Average experience overall.,23.57
1141,2166,2026-04-20,3,4,3,1,4,The agent was fine but I had to wait.,0.84
1142,2167,2026-07-03,5,4,4,0,8,"Great service, very professional and helpful.",22.47
1143,2171,2025-11-13,4,3,3,1,5,"Polite and knowledgeable support, thank you.",39.85
1144,2175,2026-08-07,3,4,5,1,4,Agent was friendly and solved my issue quickly.,6.15
1145,2176,2025-02-08,5,4,4,1,7,"Great service, very professional and helpful.",54.96
1146,2179,2025-05-12,5,4,4,1,7,"Polite and knowledgeable support, thank you.",22.43
1147,2180,2025-07-07,3,5,3,1,3,The agent was fine but I had to wait.,34.34
1148,2183,2026-05-17,5,4,4,0,6,Quick response and clear explanation.,23.19
1149,2184,2025-09-17,5,5,5,1,8,Agent was friendly and solved my issue quickly.,45.06
1150,2186,2026-07-26,5,5,5,1,9,"Great service, very professional and helpful.",34.53
1151,2188,2025-02-27,3,3,3,1,2,"Support was okay, nothing exceptional.",14.71
1152,2193,2025-09-06,5,5,4,0,10,Quick response and clear explanation.,43.5
1153,2195,2025-03-08,5,3,3,1,8,Quick response and clear explanation.,23.64
1154,2196,2026-05-11,2,3,3,1,7,Average experience overall.,4.32
1155,2197,2026-01-27,3,2,1,0,1,Had to contact you multiple times for the same issue.,4.81
1156,2198,2025-11-16,2,4,4,1,5,"Support was okay, nothing exceptional.",36.67
1157,2201,2025-03-31,4,5,5,1,9,"Resolved on the first call, very satisfied.",14.67
1158,2204,2025-04-26,4,2,3,1,5,The agent was fine but I had to wait.,33.0
1159,2207,2026-02-07,4,4,4,1,6,"Polite and knowledgeable support, thank you.",26.09
1160,2208,2025-04-29,5,5,4,1,7,"Polite and knowledgeable support, thank you.",38.34
1161,2209,2025-01-26,5,5,5,1,6,"Polite and knowledgeable support, thank you.",14.98
1162,2210,2026-04-27,3,2,2,1,6,Average experience overall.,26.32
1163,2211,2025-04-04,4,5,3,1,7,"Polite and knowledgeable support, thank you.",10.55
1164,2212,2025-11-24,5,4,3,1,9,"Great service, very professional and helpful.",21.05
1165,2214,2025-09-09,4,3,2,1,6,Got what I needed eventually.,29.89
1166,2216,2026-06-30,5,5,5,1,8,Agent was friendly and solved my issue quickly.,20.68
1167,2220,2025-10-27,3,4,3,1,3,"Support was okay, nothing exceptional.",37.22
1168,2221,2026-04-13,5,5,5,1,10,Agent was friendly and solved my issue quickly.,8.61
1169,2222,2025-10-31,4,5,3,1,6,"Resolved on the first call, very satisfied.",16.4
1170,2224,2025-02-14,5,4,5,1,6,Agent was friendly and solved my issue quickly.,4.53
1171,2225,2025-05-28,4,4,3,1,4,Quick response and clear explanation.,7.88
1172,2227,2026-03-06,3,2,4,1,2,Issue was resolved but it took a while.,5.17
1173,2230,2025-05-09,2,5,3,0,2,"Support was okay, nothing exceptional.",29.77
1174,2231,2026-01-30,5,5,3,1,5,Agent was friendly and solved my issue quickly.,26.33
1175,2232,2025-07-31,5,5,5,1,8,Agent was friendly and solved my issue quickly.,20.23
1176,2239,2025-11-15,5,3,3,1,3,Got what I needed eventually.,41.05
1177,2242,2025-04-14,4,3,3,1,7,"Polite and knowledgeable support, thank you.",5.89
1178,2243,2025-08-10,5,5,5,1,9,Agent was friendly and solved my issue quickly.,29.97
1179,2244,2025-12-11,4,5,3,1,10,"Great service, very professional and helpful.",9.4
1180,2245,2025-02-02,5,4,3,1,6,"Resolved on the first call, very satisfied.",8.03
1181,2246,2025-01-14,4,4,4,1,10,"Great service, very professional and helpful.",21.84
1182,2247,2025-04-07,2,3,2,1,0,Average experience overall.,37.05
1183,2248,2026-05-25,5,3,3,0,3,Average experience overall.,40.99
1184,2249,2025-04-26,2,1,2,1,3,Had to contact you multiple times for the same issue.,3.1
1185,2252,2025-01-19,5,5,5,1,9,Quick response and clear explanation.,4.29
1186,2253,2025-08-05,5,3,4,1,4,Quick response and clear explanation.,46.89
1187,2263,2025-06-04,5,5,4,0,6,"Great service, very professional and helpful.",40.61
1188,2264,2025-12-05,3,5,4,1,5,Agent was friendly and solved my issue quickly.,29.41
1189,2265,2026-02-20,5,4,5,1,5,Quick response and clear explanation.,40.1
1190,2266,2025-05-04,4,5,3,1,2,"Resolved on the first call, very satisfied.",1.2
1191,2267,2026-05-23,4,3,2,1,6,Got what I needed eventually.,21.64
1192,2268,2025-02-17,5,5,5,1,7,"Resolved on the first call, very satisfied.",26.41
1193,2269,2026-05-10,4,3,3,1,9,Quick response and clear explanation.,38.45
1194,2271,2025-11-23,4,4,4,1,6,"Great service, very professional and helpful.",19.28
1195,2273,2025-09-05,5,5,4,1,5,"Great service, very professional and helpful.",36.51
1196,2277,2025-05-26,5,5,3,1,7,"Polite and knowledgeable support, thank you.",18.68
1197,2278,2026-01-05,5,4,4,1,8,"Resolved on the first call, very satisfied.",1.22
1198,2281,2025-03-07,4,4,3,1,6,"Resolved on the first call, very satisfied.",38.84
1199,2282,2026-06-21,4,3,3,1,9,"Resolved on the first call, very satisfied.",36.77
1200,2283,2026-03-15,5,4,3,1,2,"Polite and knowledgeable support, thank you.",33.83
1201,2284,2026-03-18,3,4,4,1,9,Quick response and clear explanation.,19.91
1202,2286,2025-11-07,5,3,3,0,9,"Great service, very professional and helpful.",35.72
1203,2287,2026-05-22,5,4,4,1,5,Agent was friendly and solved my issue quickly.,56.15
1204,2291,2026-05-02,4,4,3,1,4,The agent was fine but I had to wait.,29.81
1205,2292,2026-06-08,4,4,4,1,7,"Great service, very professional and helpful.",11.45
1206,2294,2025-04-01,5,4,5,1,5,Agent was friendly and solved my issue quickly.,26.84
1207,2297,2026-03-18,5,5,3,1,6,"Polite and knowledgeable support, thank you.",45.37
1208,2298,2026-06-26,3,4,3,0,5,The agent was fine but I had to wait.,7.5
1209,2299,2025-04-16,3,2,2,1,3,"Support was okay, nothing exceptional.",34.11
1210,2300,2025-07-12,4,4,3,1,5,Quick response and clear explanation.,50.12
1211,2301,2026-05-26,3,2,3,1,3,Average experience overall.,20.43
1212,2302,2025-07-26,3,2,3,1,2,Average experience overall.,2.9
1213,2304,2026-04-26,5,4,3,1,9,Quick response and clear explanation.,41.08
1214,2305,2025-02-24,5,5,4,1,8,Quick response and clear explanation.,33.43
1215,2306,2025-05-04,4,3,3,1,9,"Polite and knowledgeable support, thank you.",7.75
1216,2307,2026-06-28,3,1,2,1,5,The problem was not resolved and no follow-up.,10.55
1217,2308,2026-04-27,2,1,1,0,1,Agent was not helpful and seemed rushed.,28.27
1218,2309,2025-07-30,3,3,2,1,3,"Support was okay, nothing exceptional.",35.94
1219,2310,2026-05-15,5,3,2,0,9,Agent was friendly and solved my issue quickly.,36.9
1220,2312,2025-09-24,5,4,3,0,7,"Polite and knowledgeable support, thank you.",16.93
1221,2314,2026-04-13,5,5,5,1,9,"Great service, very professional and helpful.",21.54
1222,2316,2025-02-28,5,3,3,1,10,Agent was friendly and solved my issue quickly.,31.18
1223,2317,2025-07-24,5,2,3,1,7,Quick response and clear explanation.,34.62
1224,2321,2026-02-05,5,5,4,1,7,Quick response and clear explanation.,44.27
